primary_key,address,neighborhood,geocoded_address,lat,lng,place_id,raw_url,maps_url
22,"EST PACO LUMIAR, LT. B-3",HORTA NOVA,"Estr. do Lumiar, 1600 Lisboa, Portugal",38.7743022,-9.1679321,ChIJa0p54b8yGQ0R-BWCJatTDQU,https://maps.googleapis.com/maps/api/geocode/json?address=EST%20PACO%20LUMIAR%2C%20LT.%20B-3&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7743022,-9.1679321"
23,"EST PACO LUMIAR, LT. B-5",HORTA NOVA,"Estr. do Lumiar, 1600 Lisboa, Portugal",38.7743022,-9.1679321,ChIJa0p54b8yGQ0R-BWCJatTDQU,https://maps.googleapis.com/maps/api/geocode/json?address=EST%20PACO%20LUMIAR%2C%20LT.%20B-5&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7743022,-9.1679321"
24,"R VITOR SANTOS, LT. C-5",HORTA NOVA,,,,,,
25,"R VITOR SANTOS, LT. B-11",HORTA NOVA,,,,,,
26,"R HERCULANO PIMENTEL, LT. A-14",HORTA NOVA,"R. Herculano Pimentel, 1600 Lisboa, Portugal",38.7670909,-9.1799601,ChIJ1zZHNc8yGQ0RMEjs150QzRo,https://maps.googleapis.com/maps/api/geocode/json?address=R%20HERCULANO%20PIMENTEL%2C%20LT.%20A-14&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7670909,-9.1799601"
27,"R VITOR SANTOS, LT. R-6",HORTA NOVA,,,,,,
28,"R VITOR SANTOS, LT. C-6",HORTA NOVA,,,,,,
29,"R EUGENIO SALVADOR, LT. B-1",HORTA NOVA,"R. Eugénio Salvador, 1600 Lisboa, Portugal",38.7675825,-9.1800104,ChIJTQIvtMgyGQ0Rap7FDC71Q6k,https://maps.googleapis.com/maps/api/geocode/json?address=R%20EUGENIO%20SALVADOR%2C%20LT.%20B-1&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7675825,-9.1800104"
30,"R HERCULANO PIMENTEL, N. 16",HORTA NOVA,"R. Herculano Pimentel 16, 1600-513 Lisboa, Portugal",38.7676305,-9.180657,ChIJYdC_zsgyGQ0RR2PtjKEOqKg,https://maps.googleapis.com/maps/api/geocode/json?address=R%20HERCULANO%20PIMENTEL%2C%20N.%2016&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7676305,-9.180657"
31,"R PRISTA MONTEIRO, LT. A-1",HORTA NOVA,"R. Prista Monteiro, 1600 Lisboa, Portugal",38.7654368,-9.1808035,ChIJO67EcM8yGQ0RMFAQq0aTqR8,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PRISTA%20MONTEIRO%2C%20LT.%20A-1&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7654368,-9.1808035"
32,"R VITOR SANTOS, LT. C-4",HORTA NOVA,,,,,,
33,"R PADRE JOAQUIM ALVES CORREIA, N. 6",CASAL DOS MACHADOS,"R. Padre Joaquim Alves Correia 6, 1800 Lisboa, Portugal",38.7733132,-9.1037116,ChIJozRE0yAyGQ0R0H-P_WXtQRQ,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PADRE%20JOAQUIM%20ALVES%20CORREIA%2C%20N.%206&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7733132,-9.1037116"
34,"R PADRE JOAQUIM ALVES CORREIA, N. 8",CASAL DOS MACHADOS,"R. Padre Joaquim Alves Correia 8, 1800 Lisboa, Portugal",38.7733174,-9.1036644,ChIJhQzyLCcyGQ0RTL44J7ImbqU,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PADRE%20JOAQUIM%20ALVES%20CORREIA%2C%20N.%208&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7733174,-9.1036644"
35,"R ALFREDO FERRAZ, LT. A-9",HORTA NOVA,"R. Alfredo Ferraz, 1600 Lisboa, Portugal",38.7661727,-9.1811551,ChIJaYTXJc8yGQ0R-MgvvkpYAro,https://maps.googleapis.com/maps/api/geocode/json?address=R%20ALFREDO%20FERRAZ%2C%20LT.%20A-9&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7661727,-9.1811551"
36,"EST PACO LUMIAR, LT. R-2",HORTA NOVA,"Estr. do Lumiar, 1600 Lisboa, Portugal",38.7743022,-9.1679321,ChIJa0p54b8yGQ0R-BWCJatTDQU,https://maps.googleapis.com/maps/api/geocode/json?address=EST%20PACO%20LUMIAR%2C%20LT.%20R-2&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7743022,-9.1679321"
37,"R ALFREDO FERRAZ, LT. A-10",HORTA NOVA,"R. Alfredo Ferraz, 1600 Lisboa, Portugal",38.7661727,-9.1811551,ChIJaYTXJc8yGQ0R-MgvvkpYAro,https://maps.googleapis.com/maps/api/geocode/json?address=R%20ALFREDO%20FERRAZ%2C%20LT.%20A-10&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7661727,-9.1811551"
38,"R VITOR SANTOS, LT. R-8",HORTA NOVA,,,,,,
39,"R PADRE JOAQUIM ALVES CORREIA, N. 16",CASAL DOS MACHADOS,"R. Padre Joaquim Alves Correia 16, 1800 Lisboa, Portugal",38.7722195,-9.1027066,ChIJKy2HQCcyGQ0R6bvxojgk2ms,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PADRE%20JOAQUIM%20ALVES%20CORREIA%2C%20N.%2016&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7722195,-9.1027066"
40,"R PADRE JOAQUIM ALVES CORREIA, N. 18",CASAL DOS MACHADOS,"R. Padre Joaquim Alves Correia 18, 1800-292 Lisboa, Portugal",38.7720058,-9.1027646,ChIJizRSreczGQ0Ro6eaMFO8dco,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PADRE%20JOAQUIM%20ALVES%20CORREIA%2C%20N.%2018&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7720058,-9.1027646"
41,"R EUGENIO SALVADOR, LT. A-5",HORTA NOVA,,,,,,
42,"R VITOR SANTOS, LT. A-19",HORTA NOVA,,,,,,
43,"EST PACO LUMIAR, LT. B-4",HORTA NOVA,"Estr. do Lumiar, 1600 Lisboa, Portugal",38.7743022,-9.1679321,ChIJa0p54b8yGQ0R-BWCJatTDQU,https://maps.googleapis.com/maps/api/geocode/json?address=EST%20PACO%20LUMIAR%2C%20LT.%20B-4&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7743022,-9.1679321"
44,"R PRISTA MONTEIRO, LT. A-2",HORTA NOVA,"R. Prista Monteiro, 1600 Lisboa, Portugal",38.7654368,-9.1808035,ChIJO67EcM8yGQ0RMFAQq0aTqR8,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PRISTA%20MONTEIRO%2C%20LT.%20A-2&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7654368,-9.1808035"
45,"LG CALDERON DINIS, N. 3",CASAL DOS MACHADOS,,,,,,
46,"R FRANCISCO SANTOS, LT. 44",FURNAS,,,,,,
47,"EST PACO LUMIAR, LT. B-6",HORTA NOVA,"Estr. do Lumiar, 1600 Lisboa, Portugal",38.7743022,-9.1679321,ChIJa0p54b8yGQ0R-BWCJatTDQU,https://maps.googleapis.com/maps/api/geocode/json?address=EST%20PACO%20LUMIAR%2C%20LT.%20B-6&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7743022,-9.1679321"
48,"EST PACO LUMIAR, LT. A-4",HORTA NOVA,"Estr. do Lumiar, 1600 Lisboa, Portugal",38.7743022,-9.1679321,ChIJa0p54b8yGQ0R-BWCJatTDQU,https://maps.googleapis.com/maps/api/geocode/json?address=EST%20PACO%20LUMIAR%2C%20LT.%20A-4&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7743022,-9.1679321"
49,"R HERCULANO PIMENTEL, LT. R-3",HORTA NOVA,"R. Herculano Pimentel, 1600 Lisboa, Portugal",38.7670909,-9.1799601,ChIJ1zZHNc8yGQ0RMEjs150QzRo,https://maps.googleapis.com/maps/api/geocode/json?address=R%20HERCULANO%20PIMENTEL%2C%20LT.%20R-3&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7670909,-9.1799601"
50,"AV MOUZINHO ALBUQUERQUE, LT. 71",VALE SANTO ANTONIO,"Av. Mouzinho de Albuquerque 71, 1900-453 Lisboa, Portugal",38.7261338,-9.1225198,ChIJwxTGRu0zGQ0RfUke61w-0gc,https://maps.googleapis.com/maps/api/geocode/json?address=AV%20MOUZINHO%20ALBUQUERQUE%2C%20LT.%2071&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7261338,-9.1225198"
51,"R FRANCISCO SANTOS, LT. 43",FURNAS,,,,,,
52,"R FRANCISCO SANTOS, LT. 39",FURNAS,,,,,,
53,"R VITOR SANTOS, LT. A-20",HORTA NOVA,,,,,,
54,"EST PACO LUMIAR, LT. B-8",HORTA NOVA,"Estr. do Lumiar, 1600 Lisboa, Portugal",38.7743022,-9.1679321,ChIJa0p54b8yGQ0R-BWCJatTDQU,https://maps.googleapis.com/maps/api/geocode/json?address=EST%20PACO%20LUMIAR%2C%20LT.%20B-8&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7743022,-9.1679321"
55,"AV MOUZINHO ALBUQUERQUE, LT. 55",VALE SANTO ANTONIO,"Av. Mouzinho de Albuquerque 55, 1900-453 Lisboa, Portugal",38.7271751,-9.1231774,ChIJ-0o7LO0zGQ0RGRwH5H_MtTM,https://maps.googleapis.com/maps/api/geocode/json?address=AV%20MOUZINHO%20ALBUQUERQUE%2C%20LT.%2055&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7271751,-9.1231774"
56,"AV CARLOS PAREDES, LT. 7.10",ALTA LISBOA SUL,"Av. Carlos Paredes, 1750 Lisboa, Portugal",38.7745026,-9.1506369,ChIJWVSOsfQyGQ0RV2MRcW3r3Rs,https://maps.googleapis.com/maps/api/geocode/json?address=AV%20CARLOS%20PAREDES%2C%20LT.%207.10&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7745026,-9.1506369"
57,"R ALCINA BASTOS, LT. 4",FURNAS,"R. Alcina Bastos 4, 1500 Lisboa, Portugal",38.7413415,-9.1760109,EilSLiBBbGNpbmEgQmFzdG9zIDQsIDE1MDAgTGlzYm9hLCBQb3J0dWdhbCIwEi4KFAoSCdmoSSk7MxkNEVLILYVFouJYEAQqFAoSCZeNqkE7MxkNES_vDYirjeVI,https://maps.googleapis.com/maps/api/geocode/json?address=R%20ALCINA%20BASTOS%2C%20LT.%204&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7413415,-9.1760109"
58,"R COSTA MOTA, LT. 9",FURNAS,"R. Costa Mota 9, 1500 Lisboa, Portugal",38.7414861,-9.1752498,ChIJTytFMjszGQ0RkD6CRUVboB4,https://maps.googleapis.com/maps/api/geocode/json?address=R%20COSTA%20MOTA%2C%20LT.%209&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7414861,-9.1752498"
59,"R HERCULANO PIMENTEL, LT. 8",HORTA NOVA,"R. Herculano Pimentel 8, 1600 Lisboa, Portugal",38.7671962,-9.1800916,Ei5SLiBIZXJjdWxhbm8gUGltZW50ZWwgOCwgMTYwMCBMaXNib2EsIFBvcnR1Z2FsIjASLgoUChIJUfLGSs8yGQ0RPW2dEwVNwpYQCCoUChIJ1zZHNc8yGQ0RMEjs150QzRo,https://maps.googleapis.com/maps/api/geocode/json?address=R%20HERCULANO%20PIMENTEL%2C%20LT.%208&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7671962,-9.180091599999999"
60,"LG MARIA JUDITE CARVALHO, N. 8",CASAL DOS MACHADOS,"R. Maria Judite de Carvalho 8, 2970-870, Portugal",38.4769801,-9.1083514,ChIJPbVyyORNGQ0RMQtRUrRmRO8,https://maps.googleapis.com/maps/api/geocode/json?address=LG%20MARIA%20JUDITE%20CARVALHO%2C%20N.%208&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.4769801,-9.1083514"
61,"EST PACO LUMIAR, LT. B-7",HORTA NOVA,"Estr. do Lumiar, 1600 Lisboa, Portugal",38.7743022,-9.1679321,ChIJa0p54b8yGQ0R-BWCJatTDQU,https://maps.googleapis.com/maps/api/geocode/json?address=EST%20PACO%20LUMIAR%2C%20LT.%20B-7&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7743022,-9.1679321"
62,"R EUGENIO SALVADOR, LT. A-7",HORTA NOVA,,,,,,
63,"BO DA BOAVISTA RUA 2, LT. 20",BOAVISTA,,,,,,
64,"LG MARIA JUDITE CARVALHO, N. 9",CASAL DOS MACHADOS,"R. Maria Judite de Carvalho 9, 2970-870, Portugal",38.4772171,-9.1084615,ChIJRxvlxuRNGQ0R7cCWEydPrVc,https://maps.googleapis.com/maps/api/geocode/json?address=LG%20MARIA%20JUDITE%20CARVALHO%2C%20N.%209&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.4772171,-9.108461499999999"
65,"R JOSE CARLOS SA SILVEIRA, LT. 21",FURNAS,"R. José Carlos Sá da Silveira 21, 1500-072 Lisboa, Portugal",38.7414078,-9.1744398,ChIJVYFkSTszGQ0Rr2KIiOJ0zCA,https://maps.googleapis.com/maps/api/geocode/json?address=R%20JOSE%20CARLOS%20SA%20SILVEIRA%2C%20LT.%2021&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7414078,-9.1744398"
66,"LG CALOUSTE GULBENKIAN, LT. 8",FURNAS,,,,,,
67,"LG CALDERON DINIS, N. 5",CASAL DOS MACHADOS,,,,,,
68,"R PADRE JOAQUIM ALVES CORREIA, N. 14",CASAL DOS MACHADOS,"R. Padre Joaquim Alves Correia 14, 1800-919 Lisboa, Portugal",38.7724905,-9.1029673,ChIJS7AOOScyGQ0RalUkcsPORok,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PADRE%20JOAQUIM%20ALVES%20CORREIA%2C%20N.%2014&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7724905,-9.1029673"
69,"LG CALDERON DINIS, N. 1",CASAL DOS MACHADOS,,,,,,
70,"R JOSE CARLOS SA SILVEIRA, LT. 22",FURNAS,"R. José Carlos Sá da Silveira 22, 1500-072 Lisboa, Portugal",38.7412333,-9.1743837,ChIJmznDSDszGQ0Rx1bNYDUMOH8,https://maps.googleapis.com/maps/api/geocode/json?address=R%20JOSE%20CARLOS%20SA%20SILVEIRA%2C%20LT.%2022&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7412333,-9.1743837"
71,"R JOSE CARLOS SA SILVEIRA, LT. 18",FURNAS,"R. José Carlos Sá da Silveira 18, 1500-072 Lisboa, Portugal",38.7411318,-9.1745998,ChIJcwptSDszGQ0Ryha2X4-B8JI,https://maps.googleapis.com/maps/api/geocode/json?address=R%20JOSE%20CARLOS%20SA%20SILVEIRA%2C%20LT.%2018&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7411318,-9.1745998"
72,"R PADRE CARLOS SANTOS, LT. 35",FURNAS,"R. Padre Carlos dos Santos 35, 1500-072 Lisboa, Portugal",38.740943,-9.1736947,ChIJw2PEWzszGQ0RP6bNQkg1mvQ,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PADRE%20CARLOS%20SANTOS%2C%20LT.%2035&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.740943,-9.1736947"
73,"R PADRE ABEL VARZIM, N. 15",CASAL DOS MACHADOS,"R. Padre Abel Varzim 15, 1800-291 Lisboa, Portugal",38.7713551,-9.1041218,ChIJg-hN_SYyGQ0Rfj1cfIKUsWk,https://maps.googleapis.com/maps/api/geocode/json?address=R%20PADRE%20ABEL%20VARZIM%2C%20N.%2015&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7713551,-9.1041218"
74,"R VASCO GAMA RODRIGUES, N. 1",CASAL DOS MACHADOS,"R. Vasco da Gama Rodrigues 1, 1800-929 Lisboa, Portugal",38.7710607,-9.1038793,ChIJfyP9e3wzGQ0RdFtErpYJMO0,https://maps.googleapis.com/maps/api/geocode/json?address=R%20VASCO%20GAMA%20RODRIGUES%2C%20N.%201&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7710607,-9.1038793"
75,"R FERNANDO SYLVAN, LT. 32",FURNAS,"R. Fernando Sylvan 32, 1500 Lisboa, Portugal",38.7404633,-9.1737297,ChIJrztoZzszGQ0RIaHrm4_Ft4g,https://maps.googleapis.com/maps/api/geocode/json?address=R%20FERNANDO%20SYLVAN%2C%20LT.%2032&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.74046329999999,-9.173729699999999"
76,"R FERNANDO SYLVAN, LT. 33",FURNAS,"R. Fernando Sylvan 33, 1500 Lisboa, Portugal",38.7402485,-9.173602,ChIJuQxPYTszGQ0R1e-MsblUZFA,https://maps.googleapis.com/maps/api/geocode/json?address=R%20FERNANDO%20SYLVAN%2C%20LT.%2033&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7402485,-9.173601999999999"
77,"R FRANCISCO SANTOS, LT. 45",FURNAS,,,,,,
78,"AV MARIA HELENA VIEIRA SILVA, N. 12 B",ALTO DO LUMIAR,"R. Maria Helena Vieira da Silva 12, 7570-175 Grândola, Portugal",38.1821998,-8.5687323,ChIJK3wcLgPSGw0RB_oIHfBSjrY,https://maps.googleapis.com/maps/api/geocode/json?address=AV%20MARIA%20HELENA%20VIEIRA%20SILVA%2C%20N.%2012%20B&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.1821998,-8.568732299999999"
79,"R ALCINA BASTOS, LT. 6",FURNAS,"R. Alcina Bastos 6, 1500 Lisboa, Portugal",38.7413415,-9.1760109,EilSLiBBbGNpbmEgQmFzdG9zIDYsIDE1MDAgTGlzYm9hLCBQb3J0dWdhbCIwEi4KFAoSCdmoSSk7MxkNEVLILYVFouJYEAYqFAoSCZeNqkE7MxkNES_vDYirjeVI,https://maps.googleapis.com/maps/api/geocode/json?address=R%20ALCINA%20BASTOS%2C%20LT.%206&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7413415,-9.1760109"
80,"R JOSE CARLOS SA SILVEIRA, LT. 20",FURNAS,"R. José Carlos Sá da Silveira 20, 1500 Lisboa, Portugal",38.7413444,-9.1745826,EjlSLiBKb3PDqSBDYXJsb3MgU8OhIGRhIFNpbHZlaXJhIDIwLCAxNTAwIExpc2JvYSwgUG9ydHVnYWwiMBIuChQKEgkfYLpJOzMZDRHfRSoE0jzTwhAUKhQKEgnjWLdJOzMZDRGeZfl5W59vWA,https://maps.googleapis.com/maps/api/geocode/json?address=R%20JOSE%20CARLOS%20SA%20SILVEIRA%2C%20LT.%2020&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.7413444,-9.174582599999999"
81,"R ARTUR DUARTE, N. 1",ALFINETES,"R. Artur Duarte 1, 2725-680 Algueirão-Mem Martins, Portugal",38.801587,-9.3372172,ChIJPbPJfUfQHg0RHugozH-skRQ,https://maps.googleapis.com/maps/api/geocode/json?address=R%20ARTUR%20DUARTE%2C%20N.%201&key=AIzaSyCPsXQOyOEGN5vOiTi2Hy91FmguF56zuxI,"https://www.google.com/maps/search/?api=1&query=38.801587,-9.3372172"
